timestamp,sensor_id,temperature,light,humidity,pressure,orientation_x,orientation_y,orientation_z,acceleration_x,acceleration_y,acceleration_z,rolling_std
36629,4,16781.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06521913333934572
36828,4,16781.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06494753127087913
37029,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06465916857498312
37228,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06243380332784317
37428,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05617433182117576
37628,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0514045157785213
37880,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.050960471906858366
38028,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.05049252369900868
38229,4,16791.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047396884353981025
38429,4,16801.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04793724854411027
38629,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.047396884353981025
38939,4,16801.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.047396884353981025
39038,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04399265319747765
39228,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0433333333333334
39428,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04264014327112216
39628,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04264014327112216
39875,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.041911402464790685
40029,4,16811.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04114522199392415
40229,4,16821.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04114522199392415
40428,4,16821.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04114522199392415
40628,4,16821.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
40878,4,16831.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.03684529491774716
41028,4,16831.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
41229,4,16841.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03775251680686378
41428,4,16841.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03775251680686378
41673,4,16831.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
41828,4,16831.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
42028,4,16821.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
42228,4,16841.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
42428,4,16841.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
42628,4,16841.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03684529491774716
42828,4,16841.0,2800.0,52.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035887028128263776
43028,4,16851.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.035887028128263776
43276,4,16851.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.035887028128263776
43428,4,16851.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
43679,4,16851.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.034873508801977815
43829,4,16861.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
44028,4,16861.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
44228,4,16861.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
44429,4,16871.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03379976689896323
44628,4,16871.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
44878,4,16861.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
45029,4,16871.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
45228,4,16871.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
45479,4,16871.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.034873508801977815
45629,4,16871.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
45829,4,16881.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
46079,4,16881.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.034873508801977815
46228,4,16881.0,2800.0,50.0,100040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
46479,4,16881.0,2800.0,50.0,100040.0,0.0,0.0,0.0,0.0,0.0,0.9,0.034873508801977815
46628,4,16881.0,2800.0,50.0,100040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
46829,4,16891.0,2800.0,50.0,100040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
47028,4,16891.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
47228,4,16901.0,2800.0,50.0,100040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
47428,4,16901.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
47628,4,16901.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
47828,4,16901.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.034873508801977815
48028,4,16901.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03379976689896323
48228,4,16911.0,2800.0,50.0,100040.0,0.0,0.0,0.0,0.0,0.0,0.9,0.03265986323710917
48428,4,16901.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
48629,4,16911.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
48828,4,16911.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03379976689896323
49073,4,16901.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
49230,4,16921.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
49428,4,16921.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
49629,4,16931.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
49873,4,16921.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03265986323710917
50028,4,16921.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.031446603773522146
50277,4,16931.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.031446603773522146
50473,4,16921.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.031446603773522146
50628,4,16921.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.031446603773522146
50828,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.031446603773522146
51074,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,0.9,0.030151134457776507
51228,4,16931.0,2800.0,50.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
51428,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
51628,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
51828,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
52029,4,16951.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
52273,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
52428,4,16941.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
52629,4,16951.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
52828,4,16961.0,2800.0,49.0,100040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
53028,4,16961.0,2800.0,49.0,100040.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
53228,4,16961.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.030151134457776507
53428,4,16961.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028762349126466292
53628,4,16961.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028762349126466292
53828,4,16961.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027265992434429242
54029,4,16971.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.027265992434429242
54229,4,16981.0,2800.0,49.0,100030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.028762349126466292
54428,4,16971.0,2800.0,49.0,100020.0,0.0,0.0,0.0,0.0,0.0,0.9,0.028762349126466292
